@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
129,57,4,3270,1993,0.621319,0.934426,0.017133,0.934426,0.982867,0.033648,0.624906,1.495307,0.000107
130,57,4,3269,1994,0.621129,0.934426,0.017138,0.934426,0.982862,0.033658,0.624718,1.495756,0.000107
131,57,4,3267,1996,0.620749,0.934426,0.017148,0.934426,0.982852,0.033678,0.624343,1.496656,0.000108
132,57,4,3266,1997,0.620559,0.934426,0.017153,0.934426,0.982847,0.033688,0.624155,1.497107,0.000108
133,57,4,3265,1998,0.620369,0.934426,0.017158,0.934426,0.982842,0.033698,0.623967,1.497557,0.000109
134,57,4,3264,1999,0.620179,0.934426,0.017164,0.934426,0.982836,0.033708,0.623779,1.498008,0.000109
135,57,4,3263,2000,0.619989,0.934426,0.017169,0.934426,0.982831,0.033718,0.623591,1.498459,0.00011
136,57,4,3261,2002,0.619609,0.934426,0.017179,0.934426,0.982821,0.033738,0.623216,1.499363,0.00011
137,57,4,3260,2003,0.619419,0.934426,0.017184,0.934426,0.982816,0.033748,0.623028,1.499815,0.000111
138,57,4,3254,2009,0.618279,0.934426,0.017215,0.934426,0.982785,0.033808,0.621901,1.502533,0.000111
139,57,4,3253,2010,0.618089,0.934426,0.017221,0.934426,0.982779,0.033818,0.621713,1.502986,0.000111
140,57,4,3252,2011,0.617899,0.934426,0.017226,0.934426,0.982774,0.033828,0.621525,1.503441,0.000111
141,57,4,3250,2013,0.617519,0.934426,0.017236,0.934426,0.982764,0.033848,0.62115,1.50435,0.000112
142,57,4,3249,2014,0.617329,0.934426,0.017241,0.934426,0.982759,0.033858,0.620962,1.504805,0.000112
143,57,4,3248,2015,0.617139,0.934426,0.017247,0.934426,0.982753,0.033868,0.620774,1.50526,0.000113
144,57,4,3245,2018,0.616568,0.934426,0.017262,0.934426,0.982738,0.033898,0.62021,1.506628,0.000113
145,57,4,3243,2020,0.616188,0.934426,0.017273,0.934426,0.982727,0.033918,0.619835,1.507541,0.000114
146,57,4,3242,2021,0.615998,0.934426,0.017278,0.934426,0.982722,0.033929,0.619647,1.507998,0.000114
147,57,4,3241,2022,0.615808,0.934426,0.017283,0.934426,0.982717,0.033939,0.619459,1.508455,0.000115
148,57,4,3240,2023,0.615618,0.934426,0.017288,0.934426,0.982712,0.033949,0.619271,1.508913,0.000115
149,57,4,3238,2025,0.615238,0.934426,0.017299,0.934426,0.982701,0.033969,0.618896,1.509829,0.000116
150,57,4,3237,2026,0.615048,0.934426,0.017304,0.934426,0.982696,0.033979,0.618708,1.510287,0.000117
151,57,4,3236,2027,0.614858,0.934426,0.017309,0.934426,0.982691,0.033989,0.61852,1.510746,0.000117
152,57,4,3235,2028,0.614668,0.934426,0.017315,0.934426,0.982685,0.033999,0.618332,1.511205,0.000119
