@relation ThresholdCurve

@attribute Instance_number numeric
@attribute 'True Positives' numeric
@attribute 'False Negatives' numeric
@attribute 'False Positives' numeric
@attribute 'True Negatives' numeric
@attribute 'False Positive Rate' numeric
@attribute 'True Positive Rate' numeric
@attribute Precision numeric
@attribute Recall numeric
@attribute Fallout numeric
@attribute FMeasure numeric
@attribute 'Sample Size' numeric
@attribute Lift numeric
@attribute Threshold numeric

@data
171,1772,0,6303,340,0.948818,1,0.219443,1,0.780557,0.359907,0.959596,1.042105,0.000156
172,1772,0,6302,341,0.948668,1,0.21947,1,0.78053,0.359943,0.959477,1.042234,0.000157
173,1772,0,6301,342,0.948517,1,0.219497,1,0.780503,0.35998,0.959358,1.042363,0.000157
174,1772,0,6278,365,0.945055,1,0.220124,1,0.779876,0.360823,0.956625,1.045342,0.000158
175,1772,0,6277,366,0.944904,1,0.220152,1,0.779848,0.360859,0.956506,1.045471,0.000158
176,1772,0,6276,367,0.944754,1,0.220179,1,0.779821,0.360896,0.956387,1.045601,0.000159
177,1772,0,6275,368,0.944603,1,0.220206,1,0.779794,0.360933,0.956269,1.045731,0.00016
178,1772,0,6273,370,0.944302,1,0.220261,1,0.779739,0.361006,0.956031,1.045991,0.000161
179,1772,0,6272,371,0.944152,1,0.220288,1,0.779712,0.361043,0.955912,1.046121,0.000165
180,1772,0,6271,372,0.944001,1,0.220316,1,0.779684,0.36108,0.955793,1.046251,0.000166
181,1772,0,6268,375,0.94355,1,0.220398,1,0.779602,0.36119,0.955437,1.046642,0.000167
182,1772,0,6267,376,0.943399,1,0.220425,1,0.779575,0.361227,0.955318,1.046772,0.000169
183,1772,0,6266,377,0.943249,1,0.220453,1,0.779547,0.361264,0.955199,1.046902,0.000169
184,1772,0,6265,378,0.943098,1,0.22048,1,0.77952,0.361301,0.95508,1.047032,0.00017
185,1772,0,6262,381,0.942646,1,0.220563,1,0.779437,0.361411,0.954724,1.047423,0.000171
186,1772,0,6261,382,0.942496,1,0.22059,1,0.77941,0.361448,0.954605,1.047554,0.000172
187,1772,0,6259,384,0.942195,1,0.220645,1,0.779355,0.361522,0.954367,1.047815,0.000176
188,1772,0,6258,385,0.942044,1,0.220672,1,0.779328,0.361559,0.954248,1.047945,0.000176
189,1772,0,6257,386,0.941894,1,0.2207,1,0.7793,0.361596,0.95413,1.048076,0.000179
190,1772,0,6256,387,0.941743,1,0.220727,1,0.779273,0.361633,0.954011,1.048206,0.000179
191,1772,0,6254,389,0.941442,1,0.220782,1,0.779218,0.361706,0.953773,1.048467,0.000181
192,1772,0,6250,393,0.94084,1,0.220893,1,0.779107,0.361854,0.953298,1.04899,0.000183
193,1772,0,6249,394,0.940689,1,0.22092,1,0.77908,0.361891,0.953179,1.049121,0.000183
194,1772,0,6248,395,0.940539,1,0.220948,1,0.779052,0.361928,0.95306,1.049252,0.000188
195,1772,0,6247,396,0.940388,1,0.220975,1,0.779025,0.361965,0.952941,1.049383,0.000188
196,1772,0,6246,397,0.940238,1,0.221003,1,0.778997,0.362002,0.952822,1.049514,0.00019
197,1772,0,6245,398,0.940087,1,0.22103,1,0.77897,0.362039,0.952704,1.049645,0.00019
198,1772,0,6244,399,0.939937,1,0.221058,1,0.778942,0.362076,0.952585,1.049775,0.000191
199,1772,0,6243,400,0.939786,1,0.221085,1,0.778915,0.362113,0.952466,1.049906,0.000191
200,1772,0,6242,401,0.939636,1,0.221113,1,0.778887,0.36215,0.952347,1.050037,0.000191
201,1772,0,6241,402,0.939485,1,0.221141,1,0.778859,0.362187,0.952228,1.050168,0.000191
202,1772,0,6239,404,0.939184,1,0.221196,1,0.778804,0.362261,0.95199,1.050431,0.000192
203,1772,0,6238,405,0.939034,1,0.221223,1,0.778777,0.362298,0.951872,1.050562,0.000194
204,1772,0,6237,406,0.938883,1,0.221251,1,0.778749,0.362335,0.951753,1.050693,0.000196
205,1772,0,6236,407,0.938733,1,0.221279,1,0.778721,0.362372,0.951634,1.050824,0.000196
206,1772,0,6234,409,0.938431,1,0.221334,1,0.778666,0.362446,0.951396,1.051087,0.000196
207,1772,0,6233,410,0.938281,1,0.221362,1,0.778638,0.362483,0.951277,1.051218,0.0002
208,1772,0,6232,411,0.93813,1,0.221389,1,0.778611,0.36252,0.951159,1.051349,0.000201
209,1772,0,6230,413,0.937829,1,0.221445,1,0.778555,0.362595,0.950921,1.051612,0.000202
210,1772,0,6227,416,0.937378,1,0.221528,1,0.778472,0.362706,0.950564,1.052007,0.000204
211,1772,0,6223,420,0.936776,1,0.221639,1,0.778361,0.362855,0.950089,1.052533,0.000204
212,1772,0,6222,421,0.936625,1,0.221666,1,0.778334,0.362892,0.94997,1.052664,0.000205
213,1772,0,6221,422,0.936474,1,0.221694,1,0.778306,0.362929,0.949851,1.052796,0.000207
214,1772,0,6220,423,0.936324,1,0.221722,1,0.778278,0.362966,0.949733,1.052928,0.000209
215,1772,0,6219,424,0.936173,1,0.221749,1,0.778251,0.363003,0.949614,1.05306,0.000209
216,1772,0,6217,426,0.935872,1,0.221805,1,0.778195,0.363078,0.949376,1.053323,0.00021
217,1772,0,6214,429,0.935421,1,0.221888,1,0.778112,0.363189,0.94902,1.053719,0.000213
218,1772,0,6213,430,0.93527,1,0.221916,1,0.778084,0.363226,0.948901,1.053851,0.000213
219,1772,0,6212,431,0.93512,1,0.221944,1,0.778056,0.363264,0.948782,1.053983,0.000214
220,1772,0,6211,432,0.934969,1,0.221972,1,0.778028,0.363301,0.948663,1.054115,0.000224
221,1772,0,6210,433,0.934819,1,0.221999,1,0.778001,0.363338,0.948544,1.054247,0.000225
222,1772,0,6209,434,0.934668,1,0.222027,1,0.777973,0.363375,0.948425,1.054379,0.000227
223,1772,0,6200,443,0.933313,1,0.222278,1,0.777722,0.363711,0.947356,1.055569,0.000228
224,1772,0,6199,444,0.933163,1,0.222306,1,0.777694,0.363748,0.947237,1.055702,0.000228
225,1772,0,6198,445,0.933012,1,0.222334,1,0.777666,0.363786,0.947118,1.055834,0.000229
226,1772,0,6192,451,0.932109,1,0.222501,1,0.777499,0.36401,0.946405,1.05663,0.00023
227,1772,0,6184,459,0.930905,1,0.222725,1,0.777275,0.364309,0.945455,1.057692,0.000231
228,1772,0,6180,463,0.930303,1,0.222837,1,0.777163,0.364459,0.944979,1.058224,0.000232
229,1772,0,6179,464,0.930152,1,0.222865,1,0.777135,0.364497,0.94486,1.058357,0.000234
230,1772,0,6178,465,0.930002,1,0.222893,1,0.777107,0.364534,0.944742,1.058491,0.000238
231,1772,0,6177,466,0.929851,1,0.222921,1,0.777079,0.364572,0.944623,1.058624,0.000239
232,1772,0,6176,467,0.9297,1,0.222949,1,0.777051,0.364609,0.944504,1.058757,0.000239
233,1772,0,6174,469,0.929399,1,0.223005,1,0.776995,0.364684,0.944266,1.059023,0.000241
234,1772,0,6173,470,0.929249,1,0.223033,1,0.776967,0.364722,0.944147,1.059157,0.000241
235,1772,0,6172,471,0.929098,1,0.223061,1,0.776939,0.364759,0.944029,1.05929,0.000242
236,1772,0,6169,474,0.928647,1,0.223146,1,0.776854,0.364872,0.943672,1.05969,0.000242
237,1772,0,6168,475,0.928496,1,0.223174,1,0.776826,0.364909,0.943553,1.059824,0.000244
238,1772,0,6167,476,0.928346,1,0.223202,1,0.776798,0.364947,0.943434,1.059957,0.000245
239,1772,0,6166,477,0.928195,1,0.22323,1,0.77677,0.364985,0.943316,1.060091,0.000249
240,1772,0,6165,478,0.928045,1,0.223258,1,0.776742,0.365022,0.943197,1.060224,0.000249
241,1772,0,6164,479,0.927894,1,0.223286,1,0.776714,0.36506,0.943078,1.060358,0.00025
242,1772,0,6163,480,0.927743,1,0.223314,1,0.776686,0.365097,0.942959,1.060491,0.000252
243,1772,0,6162,481,0.927593,1,0.223343,1,0.776657,0.365135,0.94284,1.060625,0.000253
244,1772,0,6161,482,0.927442,1,0.223371,1,0.776629,0.365173,0.942721,1.060759,0.000254
245,1772,0,6160,483,0.927292,1,0.223399,1,0.776601,0.36521,0.942602,1.060893,0.000255
246,1772,0,6155,488,0.926539,1,0.22354,1,0.77646,0.365398,0.942008,1.061562,0.000258
247,1772,0,6153,490,0.926238,1,0.223596,1,0.776404,0.365474,0.941771,1.06183,0.000259
248,1772,0,6152,491,0.926088,1,0.223624,1,0.776376,0.365512,0.941652,1.061964,0.00026
249,1772,0,6150,493,0.925787,1,0.223681,1,0.776319,0.365587,0.941414,1.062232,0.000262
250,1772,0,6149,494,0.925636,1,0.223709,1,0.776291,0.365625,0.941295,1.062366,0.000267
251,1772,0,6148,495,0.925485,1,0.223737,1,0.776263,0.365662,0.941176,1.0625,0.000267
252,1772,0,6147,496,0.925335,1,0.223766,1,0.776234,0.3657,0.941058,1.062634,0.000268
253,1772,0,6146,497,0.925184,1,0.223794,1,0.776206,0.365738,0.940939,1.062768,0.000269
254,1772,0,6144,499,0.924883,1,0.22385,1,0.77615,0.365813,0.940701,1.063037,0.000269
255,1772,0,6143,500,0.924733,1,0.223879,1,0.776121,0.365851,0.940582,1.063171,0.00027
256,1772,0,6142,501,0.924582,1,0.223907,1,0.776093,0.365889,0.940463,1.063306,0.000271
257,1772,0,6141,502,0.924432,1,0.223935,1,0.776065,0.365927,0.940345,1.06344,0.000276
258,1772,0,6140,503,0.924281,1,0.223964,1,0.776036,0.365964,0.940226,1.063574,0.000277
259,1772,0,6139,504,0.924131,1,0.223992,1,0.776008,0.366002,0.940107,1.063709,0.000278
260,1772,0,6138,505,0.92398,1,0.22402,1,0.77598,0.36604,0.939988,1.063843,0.000279
